Gene	Disease	database_assertedBy	score_DisGeNet
entrez.79228	mondo.0013362	omim, disgenet	0.7
entrez.4210	mondo.0009572	omim	
entrez.4210	mondo.0007601	omim, disgenet	0.6
entrez.4210	mondo.0011849	disgenet	0.31
entrez.4210	mondo.0007191	disgenet	0.5
entrez.4210	mondo.0018088	disgenet	1.0
entrez.4210	mondo.0018015	disgenet	0.31
entrez.4210	mondo.0015137	disgenet	0.3
entrez.84464	mondo.0013499	omim	
entrez.84464	mondo.0019391	disgenet	0.7
entrez.84464	mondo.0018975	disgenet	0.3
entrez.84464	mondo.0000577	disgenet	0.3
entrez.84464	mondo.0016419	disgenet	0.33
entrez.84464	mondo.0002334	disgenet	0.3
entrez.1773	mondo.0007915	omim	
entrez.1773	mondo.0013743	disgenet	0.3
entrez.1387	mondo.0008393	omim	
entrez.1387	mondo.0020763	omim	
entrez.1387	mondo.0004985	disgenet	0.01
entrez.1387	mondo.0001187	disgenet	0.3
entrez.1387	mondo.0004987	disgenet	0.3
entrez.1387	mondo.0005096	disgenet	0.32
entrez.1387	mondo.0006474	disgenet	0.31
entrez.1387	mondo.0004971	disgenet	0.4
entrez.1387	mondo.0018874	disgenet	0.6
entrez.1387	mondo.0018906	disgenet	0.35
entrez.1387	mondo.0018908	disgenet	0.3
entrez.1387	mondo.0019019	disgenet	0.3
entrez.1387	mondo.0019188	disgenet	1.0
entrez.1387	mondo.0017844	disgenet	0.3
entrez.1387	mondo.0018905	disgenet	0.37
entrez.1387	mondo.0005061	disgenet	0.3
entrez.1387	mondo.0005580	disgenet	0.32
entrez.1387	mondo.0008315	disgenet	0.38
entrez.1387	mondo.0012519	disgenet	0.3
entrez.1387	mondo.0018256	disgenet	0.3
entrez.84662	mondo.0012680	omim, disgenet	0.6
entrez.84662	mondo.0005240	disgenet	0.31
entrez.84662	mondo.0011719	disgenet	0.3
entrez.84662	mondo.0009728	disgenet	0.3
entrez.51025	mondo.0013223	omim, disgenet	0.6
entrez.51025	mondo.0008305	disgenet	0.3
entrez.124404	mondo.0013901	omim, disgenet	0.6
entrez.79641	mondo.0009185	omim, disgenet	0.62
entrez.79641	mondo.0019507	disgenet	0.4
entrez.56052	mondo.0012052	omim, disgenet	0.74
entrez.18	mondo.0013166	omim, disgenet	0.7
entrez.18	mondo.0007186	disgenet	0.31
entrez.18	mondo.0001386	disgenet	0.5
entrez.18	mondo.0004069	disgenet	0.3
entrez.5373	mondo.0008907	omim, disgenet	1.0
entrez.5373	mondo.0015193	disgenet	0.31
entrez.5373	mondo.0015286	disgenet	0.5
entrez.5373	mondo.0005575	disgenet	0.3
entrez.2903	mondo.0009509	omim, disgenet	0.62
entrez.2903	mondo.0004985	disgenet	0.39
entrez.2903	mondo.0005105	disgenet	0.32
entrez.2903	mondo.0004730	disgenet	0.31
entrez.2903	mondo.0007295	disgenet	0.71
entrez.2903	mondo.0024422	disgenet	0.3
entrez.2903	mondo.0005575	disgenet	0.3
entrez.2903	mondo.0019123	disgenet	0.52
entrez.2013	mondo.0014373	omim, disgenet	0.6
entrez.4261	mondo.0008855	omim	
entrez.4261	mondo.0008383	omim, disgenet	0.5
entrez.4261	mondo.0009410	disgenet	0.31
entrez.9516	mondo.0010995	omim, disgenet	0.78
entrez.9516	mondo.0015626	disgenet	0.4
entrez.2072	mondo.0010215	omim	
entrez.2072	mondo.0014108	omim, disgenet	0.6
entrez.2072	mondo.0012590	omim, disgenet	0.62
entrez.2072	mondo.0001187	disgenet	0.32
entrez.2072	mondo.0004987	disgenet	0.32
entrez.2072	mondo.0005341	disgenet	0.4
entrez.2072	mondo.0005096	disgenet	0.32
entrez.2072	mondo.0019391	disgenet	0.39
entrez.2072	mondo.0005105	disgenet	0.45
entrez.2072	mondo.0005564	disgenet	0.3
entrez.2072	mondo.0018975	disgenet	0.3
entrez.2072	mondo.0019600	disgenet	0.6
entrez.2072	mondo.0005012	disgenet	0.42
entrez.2072	mondo.0000577	disgenet	0.3
entrez.2072	mondo.0005040	disgenet	0.3
entrez.2072	mondo.0002334	disgenet	0.3
entrez.2072	mondo.0019569	disgenet	0.3
entrez.5073	mondo.0014612	omim, disgenet	0.6
entrez.5073	mondo.0014600	omim, disgenet	0.6
entrez.5073	mondo.0019203	disgenet	0.3
entrez.5073	mondo.0015780	disgenet	0.44
entrez.5073	mondo.0002334	disgenet	0.3
entrez.5073	mondo.0018045	disgenet	0.31
entrez.54820	mondo.0013527	omim	
entrez.54820	mondo.0011504	omim, disgenet	0.51
entrez.54820	mondo.0011057	disgenet	0.3
entrez.54820	mondo.0016344	disgenet	0.4
entrez.54820	mondo.0016056	disgenet	0.33
entrez.54820	mondo.0018838	disgenet	0.42
entrez.54820	mondo.0015204	disgenet	0.31
entrez.4629	mondo.0007568	omim, disgenet	0.6
entrez.4629	mondo.0020066	disgenet	0.3
entrez.4629	mondo.0018874	disgenet	0.4
entrez.4629	mondo.0018871	disgenet	0.57
entrez.4629	mondo.0007947	disgenet	0.3
entrez.4629	mondo.0005396	disgenet	0.33
entrez.4629	mondo.0019625	disgenet	0.4
entrez.4629	mondo.0007960	disgenet	0.31
entrez.4629	mondo.0019719	disgenet	0.3
entrez.368	mondo.0009925	omim, disgenet	1.0
entrez.368	mondo.0008333	omim	
entrez.368	mondo.0013768	omim, disgenet	0.4
entrez.368	mondo.0011057	disgenet	0.3
entrez.368	mondo.0020066	disgenet	0.3
entrez.368	mondo.0018870	disgenet	0.55
entrez.368	mondo.0005575	disgenet	0.3
entrez.100126593	mondo.0012642	omim	
entrez.6114	mondo.0011259	omim	
entrez.64131	mondo.0009925	omim, disgenet	0.52
entrez.64131	mondo.0014343	omim, disgenet	0.4
entrez.64131	mondo.0015286	disgenet	0.3
entrez.64131	mondo.0015426	disgenet	0.52
entrez.6210	mondo.0032670	omim	
entrez.23204	mondo.0014304	omim, disgenet	0.6
entrez.23204	mondo.0019064	disgenet	0.3
entrez.23204	mondo.0008315	disgenet	0.3
entrez.10229	mondo.0014754	omim, disgenet	0.6
entrez.10229	mondo.0004069	disgenet	0.3
entrez.7369	mondo.0012356	omim, disgenet	0.6
entrez.7369	mondo.0008073	omim	
entrez.7369	mondo.0011379	omim	
entrez.7369	mondo.0005044	disgenet	0.5
entrez.7369	mondo.0005240	disgenet	0.7
entrez.7369	mondo.0019719	disgenet	0.3
entrez.7783	mondo.0032696	omim	
entrez.7783	mondo.0014342	disgenet	0.3
entrez.100101425	mondo.0012618	omim	
entrez.1428	mondo.0014603	omim, disgenet	0.7
entrez.146183	mondo.0011762	omim, disgenet	0.6
entrez.7385	mondo.0014066	omim, disgenet	0.4
entrez.7385	mondo.0011122	disgenet	0.3
entrez.7385	mondo.0004069	disgenet	0.3
entrez.7385	mondo.0005575	disgenet	0.3
entrez.6340	mondo.0013112	omim, disgenet	0.3
entrez.6340	mondo.0020854	omim	
entrez.6340	mondo.0009917	omim	
entrez.6340	mondo.0009061	disgenet	0.36
entrez.6340	mondo.0005044	disgenet	0.49
entrez.6340	mondo.0018638	disgenet	0.42
entrez.6340	mondo.0008323	disgenet	0.7
entrez.6340	mondo.0019161	disgenet	0.54
entrez.6340	mondo.0018956	disgenet	0.3
entrez.6340	mondo.0008329	disgenet	0.3
entrez.6340	mondo.0019162	disgenet	0.3
entrez.6340	mondo.0005575	disgenet	0.3
entrez.6338	mondo.0008887	omim, disgenet	0.6
entrez.6338	mondo.0009917	omim	
entrez.6338	mondo.0020607	omim	
entrez.6338	mondo.0008323	omim, disgenet	1.0
entrez.6338	mondo.0001909	disgenet	0.3
entrez.6338	mondo.0009061	disgenet	0.6
entrez.6338	mondo.0005044	disgenet	0.5
entrez.6338	mondo.0018638	disgenet	0.43
entrez.6338	mondo.0019161	disgenet	0.7
entrez.6338	mondo.0018956	disgenet	0.3
entrez.6338	mondo.0008329	disgenet	0.3
entrez.6338	mondo.0019162	disgenet	0.3
entrez.6338	mondo.0005575	disgenet	0.3
entrez.91949	mondo.0012118	omim	
entrez.91949	mondo.0001751	disgenet	0.3
entrez.91949	mondo.0015286	disgenet	0.33
entrez.124454	mondo.0013971	omim, disgenet	0.74
entrez.124454	mondo.0019046	disgenet	0.3
entrez.124454	mondo.0004069	disgenet	0.3
entrez.79728	mondo.0013236	omim	
entrez.79728	mondo.0012565	omim, disgenet	0.41
entrez.79728	mondo.0016419	omim, disgenet	0.8
entrez.79728	mondo.0004985	disgenet	0.41
entrez.79728	mondo.0004992	disgenet	0.33
entrez.79728	mondo.0005082	disgenet	0.3
entrez.79728	mondo.0018618	disgenet	0.3
entrez.79728	mondo.0019391	disgenet	0.5
entrez.79728	mondo.0018874	disgenet	0.3
entrez.79728	mondo.0007959	disgenet	0.4
entrez.79728	mondo.0019004	disgenet	0.3
entrez.79728	mondo.0000577	disgenet	0.3
entrez.79728	mondo.0008315	disgenet	0.31
entrez.79728	mondo.0002334	disgenet	0.3
entrez.79728	mondo.0003582	disgenet	0.44
entrez.79728	mondo.0004989	disgenet	0.7
entrez.79728	mondo.0005835	disgenet	0.31
entrez.79728	mondo.0015278	disgenet	0.39
entrez.79728	mondo.0023122	disgenet	0.32
entrez.50951	mondo.0024529	omim	
entrez.27327	mondo.0054846	omim	
entrez.27327	mondo.0016022	disgenet	0.3
entrez.27327	mondo.0019486	disgenet	0.3
entrez.27327	mondo.0011794	disgenet	0.3
entrez.27327	mondo.0011506	disgenet	0.3
entrez.3566	mondo.0007817	omim, disgenet	0.3
entrez.3566	mondo.0004951	omim	
entrez.3566	mondo.0005086	disgenet	0.33
entrez.3566	mondo.0005109	disgenet	0.3
entrez.3566	mondo.0017885	disgenet	0.3
entrez.3566	mondo.0003012	disgenet	0.3
entrez.3566	mondo.0005220	disgenet	0.3
entrez.3566	mondo.0017884	disgenet	0.3
entrez.50615	mondo.0007817	omim, disgenet	0.3
entrez.50615	mondo.0014082	omim, disgenet	0.7
entrez.23247	mondo.0014771	omim	
entrez.1201	mondo.0008767	omim	
entrez.1201	mondo.0015674	disgenet	0.51
entrez.1201	mondo.0019260	disgenet	0.5
entrez.1201	mondo.0016295	disgenet	0.7
entrez.1201	mondo.0021085	disgenet	0.3
entrez.1201	mondo.0019261	disgenet	0.3
entrez.1201	mondo.0007648	disgenet	0.3
entrez.1201	mondo.0008083	disgenet	0.3
entrez.7284	mondo.0012534	omim, disgenet	0.7
entrez.7284	mondo.0021355	disgenet	0.3
entrez.7284	mondo.0019046	disgenet	0.3
entrez.7284	mondo.0007576	disgenet	0.3
entrez.7284	mondo.0004069	disgenet	0.3
entrez.487	mondo.0010977	omim, disgenet	0.8
entrez.487	mondo.0008779	disgenet	0.3
entrez.487	mondo.0015225	disgenet	0.3
entrez.487	mondo.0005009	disgenet	0.3
entrez.487	mondo.0019952	disgenet	0.3
entrez.930	mondo.0013283	omim	
entrez.930	mondo.0015977	disgenet	0.31
entrez.930	mondo.0015517	disgenet	0.6
entrez.27040	mondo.0044721	omim, disgenet	0.4
entrez.27040	mondo.0005154	disgenet	0.3
entrez.27040	mondo.0000577	disgenet	0.3
entrez.3835	mondo.0011335	omim, disgenet	0.63
entrez.3835	mondo.0019019	disgenet	0.3
entrez.112476	mondo.0007494	omim	
entrez.112476	mondo.0011593	omim, disgenet	0.4
entrez.112476	mondo.0011178	omim, disgenet	0.7
entrez.112476	mondo.0016027	disgenet	0.38
entrez.112476	mondo.0012805	disgenet	0.31
entrez.112476	mondo.0007326	disgenet	0.31
entrez.226	mondo.0012747	omim, disgenet	0.7
entrez.226	mondo.0024644	disgenet	0.3
entrez.226	mondo.0005061	disgenet	0.3
entrez.226	mondo.0000577	disgenet	0.3
entrez.226	mondo.0004989	disgenet	0.3
entrez.6911	mondo.0007389	omim, disgenet	0.7
entrez.6911	mondo.0015826	disgenet	0.31
entrez.11151	mondo.0014168	omim, disgenet	0.7
entrez.11151	mondo.0004993	disgenet	0.3
entrez.11151	mondo.0018076	disgenet	0.34
entrez.11151	mondo.0006406	disgenet	0.3
entrez.11151	mondo.0005617	disgenet	0.3
entrez.10847	mondo.0007621	omim, disgenet	0.66
entrez.10847	mondo.0004971	disgenet	0.3
entrez.10847	mondo.0019019	disgenet	0.3
entrez.5261	mondo.0013091	omim, disgenet	0.7
entrez.80270	mondo.0011906	omim, disgenet	0.7
entrez.80270	mondo.0001751	disgenet	0.5
entrez.80270	mondo.0014381	disgenet	0.3
entrez.112755	mondo.0014517	omim, disgenet	0.6
entrez.112755	mondo.0018214	disgenet	0.3
entrez.79001	mondo.0007390	omim, disgenet	0.6
entrez.79001	mondo.0011837	omim, disgenet	0.6
entrez.79001	mondo.0005385	disgenet	0.33
entrez.79001	mondo.0005160	disgenet	0.3
entrez.79001	mondo.0010187	disgenet	0.3
entrez.10295	mondo.0013970	omim, disgenet	0.9
entrez.2521	mondo.0011951	omim	
entrez.2521	mondo.0013888	omim, disgenet	0.6
entrez.2521	mondo.0004976	disgenet	0.5
entrez.2521	mondo.0020561	disgenet	0.6
entrez.2521	mondo.0017593	disgenet	0.3
entrez.2521	mondo.0017161	disgenet	0.3
entrez.1339	mondo.0009068	omim	
entrez.79798	mondo.0014416	omim, disgenet	0.47
entrez.79798	mondo.0020735	disgenet	0.51
entrez.6524	mondo.0009297	omim, disgenet	0.78
entrez.100034703	mondo.0012551	omim	
entrez.780895	mondo.0007476	omim	
entrez.140454	mondo.0012542	omim	
entrez.171013	mondo.0011710	omim	
entrez.8136	mondo.0008683	omim	
entrez.55737	mondo.0013625	omim, disgenet	0.8
entrez.55737	mondo.0005180	disgenet	0.6
entrez.23594	mondo.0013430	omim, disgenet	0.4
entrez.23594	mondo.0016056	disgenet	0.3
entrez.23594	mondo.0016817	disgenet	0.54
entrez.84706	mondo.0014567	omim	
entrez.8137	mondo.0011265	omim	
entrez.100909385	mondo.0013844	omim	
entrez.5257	mondo.0009868	omim, disgenet	0.7
entrez.85320	mondo.0044224	omim	
entrez.23090	mondo.0013916	omim, disgenet	0.6
entrez.23090	mondo.0009480	disgenet	0.3
entrez.64127	mondo.0015019	omim, disgenet	0.5
entrez.64127	mondo.0011849	omim, disgenet	0.4
entrez.64127	mondo.0008523	omim, disgenet	0.8
entrez.64127	mondo.0009960	omim	
entrez.64127	mondo.0004985	disgenet	0.31
entrez.64127	mondo.0005101	disgenet	0.9
entrez.64127	mondo.0002406	disgenet	0.33
entrez.64127	mondo.0005265	disgenet	0.5
entrez.64127	mondo.0005534	disgenet	0.32
entrez.64127	mondo.0012281	disgenet	0.48
entrez.64127	mondo.0015137	disgenet	0.31
entrez.1540	mondo.0007565	omim, disgenet	0.4
entrez.1540	mondo.0011512	omim, disgenet	0.7
entrez.1540	mondo.0042977	omim	
entrez.1540	mondo.0005233	disgenet	0.3
entrez.1540	mondo.0005586	disgenet	0.3
entrez.1540	mondo.0005828	disgenet	0.3
entrez.1540	mondo.0006456	disgenet	0.3
entrez.1540	mondo.0006451	disgenet	0.3
entrez.1540	mondo.0005627	disgenet	0.3
entrez.1540	mondo.0011114	disgenet	0.8
entrez.1540	mondo.0002038	disgenet	0.3
entrez.6299	mondo.0007142	omim, disgenet	0.9
entrez.6299	mondo.0054581	omim	
entrez.6299	mondo.0011348	disgenet	0.3
entrez.6299	mondo.0017427	disgenet	0.31
entrez.6299	mondo.0019719	disgenet	0.3
entrez.23322	mondo.0008996	omim, disgenet	0.71
entrez.23322	mondo.0012695	omim, disgenet	0.6
entrez.23322	mondo.0012694	omim, disgenet	0.8
entrez.23322	mondo.0002427	disgenet	0.3
entrez.23322	mondo.0016575	disgenet	0.3
entrez.23322	mondo.0016023	disgenet	0.4
entrez.23322	mondo.0005328	disgenet	0.3
entrez.23322	mondo.0005240	disgenet	0.41
entrez.23322	mondo.0011348	disgenet	0.3
entrez.23322	mondo.0018921	disgenet	0.42
entrez.23322	mondo.0019719	disgenet	0.3
entrez.79068	mondo.0013050	omim	
entrez.79068	mondo.0005105	disgenet	0.43
entrez.79068	mondo.0011122	disgenet	0.5
entrez.79068	mondo.0004989	disgenet	0.47
entrez.10265	mondo.0012634	omim, disgenet	0.7
entrez.10265	mondo.0015469	disgenet	0.3
entrez.10265	mondo.0001384	disgenet	0.3
entrez.10265	mondo.0001793	disgenet	0.3
entrez.10265	mondo.0000387	disgenet	0.3
entrez.10265	mondo.0016643	disgenet	0.3
entrez.4313	mondo.0009809	omim	
entrez.4313	mondo.0005561	disgenet	0.3
entrez.4313	mondo.0008383	disgenet	0.4
entrez.4313	mondo.0006757	disgenet	0.3
entrez.4313	mondo.0005381	disgenet	0.31
entrez.4313	mondo.0006626	disgenet	0.3
entrez.4313	mondo.0018177	disgenet	0.4
entrez.4313	mondo.0005044	disgenet	0.6
entrez.4313	mondo.0019967	disgenet	0.3
entrez.4313	mondo.0005446	disgenet	0.3
entrez.4313	mondo.0005155	disgenet	0.5
entrez.4313	mondo.0006644	disgenet	0.3
entrez.4313	mondo.0005556	disgenet	0.3
entrez.4313	mondo.0007947	disgenet	0.31
entrez.4313	mondo.0005068	disgenet	0.53
entrez.4313	mondo.0005375	disgenet	0.3
entrez.4313	mondo.0018166	disgenet	0.31
entrez.4313	mondo.0002629	disgenet	0.4
entrez.4313	mondo.0002771	disgenet	0.32
entrez.4313	mondo.0019203	disgenet	0.3
entrez.4313	mondo.0005396	disgenet	0.54
entrez.4313	mondo.0021315	disgenet	0.31
entrez.4313	mondo.0018891	disgenet	0.3
entrez.4313	mondo.0001583	disgenet	0.3
entrez.4313	mondo.0001299	disgenet	0.3
entrez.4313	mondo.0016682	disgenet	0.3
entrez.4313	mondo.0004989	disgenet	0.4
entrez.4313	mondo.0005160	disgenet	0.3
entrez.4313	mondo.0010108	disgenet	0.3
entrez.4313	mondo.0005575	disgenet	0.7
entrez.4313	mondo.0018104	disgenet	0.78
entrez.4313	mondo.0015459	disgenet	0.4
entrez.6530	mondo.0011479	omim	
entrez.6530	mondo.0004985	disgenet	0.33
entrez.6530	mondo.0005044	disgenet	0.34
entrez.6530	mondo.0001386	disgenet	0.3
entrez.80871	mondo.0011590	omim	
entrez.100124415	mondo.0012603	omim	
entrez.2775	mondo.0014199	omim, disgenet	0.61
entrez.2775	mondo.0060491	omim	
entrez.2775	mondo.0016021	disgenet	0.41
entrez.583	mondo.0014432	omim, disgenet	0.81
entrez.583	mondo.0014692	omim, disgenet	0.6
entrez.583	mondo.0019200	disgenet	0.42
entrez.583	mondo.0011348	disgenet	0.31
entrez.583	mondo.0015229	disgenet	0.7
entrez.9688	mondo.0014817	omim, disgenet	0.6
entrez.9688	mondo.0019006	disgenet	0.3
entrez.6559	mondo.0009904	omim, disgenet	1.0
entrez.6559	mondo.0001909	disgenet	0.3
entrez.6559	mondo.0005044	disgenet	0.4
entrez.6559	mondo.0005240	disgenet	0.34
entrez.6559	mondo.0005385	disgenet	0.3
entrez.1071	mondo.0007744	omim	
entrez.1071	mondo.0004995	disgenet	0.4
entrez.1071	mondo.0021187	disgenet	0.44
entrez.1071	mondo.0037748	disgenet	0.31
entrez.1071	mondo.0005044	disgenet	0.32
entrez.1071	mondo.0005347	disgenet	0.38
entrez.1071	mondo.0015903	disgenet	0.5
entrez.89970	mondo.0014748	omim, disgenet	0.6
entrez.23568	mondo.0014186	omim, disgenet	0.6
entrez.23568	mondo.0019200	disgenet	0.42
entrez.106783499	mondo.0024569	omim	
entrez.57017	mondo.0013840	omim, disgenet	0.8
entrez.57017	mondo.0019046	disgenet	0.3
entrez.57017	mondo.0004069	disgenet	0.31
entrez.9289	mondo.0014333	omim	
entrez.9289	mondo.0011738	omim, disgenet	0.8
entrez.9289	mondo.0011057	disgenet	0.3
entrez.9289	mondo.0008939	disgenet	0.41
entrez.10300	mondo.0014534	omim	
entrez.10300	mondo.0015204	disgenet	0.3
entrez.1258	mondo.0013413	omim, disgenet	0.6
entrez.1258	mondo.0019200	disgenet	0.63
entrez.79650	mondo.0011405	omim	
entrez.79650	mondo.0000577	disgenet	0.3
entrez.79650	mondo.0015780	disgenet	0.34
entrez.23019	mondo.0032787	omim	
entrez.2806	mondo.0032880	omim	
entrez.1009	mondo.0008885	omim	
entrez.146227	mondo.0007296	omim, disgenet	0.52
entrez.7084	mondo.0012301	omim, disgenet	0.3
entrez.7084	mondo.0014898	omim, disgenet	0.6
entrez.7084	mondo.0008779	disgenet	0.3
entrez.7084	mondo.0015225	disgenet	0.3
entrez.7084	mondo.0004069	disgenet	0.31
entrez.114293	mondo.0011645	omim	
entrez.100306979	mondo.0013100	omim	
entrez.100329169	mondo.0012952	omim	
entrez.286751	mondo.0012696	omim	
entrez.865	mondo.0018874	omim, disgenet	0.4
entrez.865	mondo.0016064	disgenet	0.3
entrez.865	mondo.0018871	disgenet	0.55
entrez.3299	mondo.0007290	omim	
entrez.3299	mondo.0021548	disgenet	0.3
entrez.8996	mondo.0100093	omim	
entrez.8996	mondo.0004069	disgenet	0.3
entrez.8996	mondo.0013981	disgenet	0.71
entrez.3291	mondo.0009025	omim, disgenet	0.7
entrez.3291	mondo.0004979	disgenet	0.3
entrez.3291	mondo.0005044	disgenet	0.7
entrez.3291	mondo.0005155	disgenet	0.3
entrez.3291	mondo.0005068	disgenet	0.5
entrez.3291	mondo.0005377	disgenet	0.3
entrez.3291	mondo.0006657	disgenet	0.53
entrez.181	mondo.0019182	omim	
entrez.181	mondo.0011122	disgenet	0.6
entrez.10664	mondo.0014213	omim, disgenet	0.7
entrez.10664	mondo.0016056	disgenet	0.3
entrez.10664	mondo.0019004	disgenet	0.33
entrez.10664	mondo.0015758	disgenet	0.3
entrez.10664	mondo.0018031	disgenet	0.3
entrez.146206	mondo.0029134	omim	
entrez.65057	mondo.0014690	omim, disgenet	0.6
entrez.65057	mondo.0002334	disgenet	0.3
entrez.65057	mondo.0018045	disgenet	0.31
entrez.65057	mondo.0018961	disgenet	0.3
entrez.80152	mondo.0032875	omim	
entrez.3931	mondo.0009515	omim	
entrez.3931	mondo.0007620	omim, disgenet	0.8
entrez.54496	mondo.0014944	omim, disgenet	0.6
entrez.1001	mondo.0009155	omim, disgenet	0.73
entrez.1001	mondo.0011107	omim, disgenet	0.7
entrez.1001	mondo.0005101	disgenet	0.3
entrez.999	mondo.0011962	omim	
entrez.999	mondo.0023122	omim, disgenet	0.31
entrez.999	mondo.0007339	omim, disgenet	0.61
entrez.999	mondo.0054740	omim	
entrez.999	mondo.0007648	omim, disgenet	0.8
entrez.999	mondo.0016419	omim, disgenet	0.3
entrez.999	mondo.0008170	omim	
entrez.999	mondo.0001187	disgenet	0.58
entrez.999	mondo.0004987	disgenet	0.6
entrez.999	mondo.0004992	disgenet	0.32
entrez.999	mondo.0004993	disgenet	0.3
entrez.999	mondo.0005096	disgenet	0.4
entrez.999	mondo.0005101	disgenet	0.4
entrez.999	mondo.0018618	disgenet	0.3
entrez.999	mondo.0004971	disgenet	0.33
entrez.999	mondo.0005065	disgenet	0.3
entrez.999	mondo.0021085	disgenet	0.6
entrez.999	mondo.0021449	disgenet	0.3
entrez.999	mondo.0004716	disgenet	0.3
entrez.999	mondo.0016044	disgenet	0.31
entrez.999	mondo.0006406	disgenet	0.3
entrez.999	mondo.0005617	disgenet	0.3
entrez.999	mondo.0005051	disgenet	0.7
entrez.999	mondo.0011719	disgenet	0.31
entrez.999	mondo.0005193	disgenet	0.3
entrez.999	mondo.0008315	disgenet	0.4
entrez.999	mondo.0002447	disgenet	0.5
entrez.999	mondo.0015075	disgenet	0.31
entrez.999	mondo.0004989	disgenet	0.5
entrez.999	mondo.0004950	disgenet	0.7
entrez.999	mondo.0005835	disgenet	0.31
entrez.999	mondo.0005575	disgenet	0.5
entrez.84342	mondo.0012635	omim, disgenet	0.62
entrez.84342	mondo.0015286	disgenet	0.31
entrez.406932	mondo.0032835	omim	
entrez.406932	mondo.0002771	disgenet	0.3
entrez.406932	mondo.0019203	disgenet	0.3
entrez.16	mondo.0014593	omim, disgenet	0.6
entrez.16	mondo.0013212	omim, disgenet	0.7
entrez.16	mondo.0015626	disgenet	0.44
entrez.197258	mondo.0020777	omim	
entrez.25839	mondo.0019407	omim	
entrez.25839	mondo.0013281	omim, disgenet	0.7
entrez.25839	mondo.0015286	disgenet	0.3
entrez.55697	mondo.0014889	omim, disgenet	0.7
entrez.55697	mondo.0008995	disgenet	0.3
entrez.54768	mondo.0012088	omim, disgenet	0.4
entrez.54768	mondo.0002045	disgenet	0.3
entrez.54768	mondo.0016349	disgenet	0.31
entrez.54768	mondo.0001896	disgenet	0.3
